subscriber_id,signup_date,plan,country,acquisition_channel,campaign_id,campaign_name,campaign_start_date,campaign_end_date,primary_device,age,signup_show,show_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on
SUB00150,02/20/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Fire TV,24,The Chi,Drama,At-Risk,,10.58,5.4,False,False
SUB00151,02/26/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,37,Lioness,Thriller,New,,6.39,8.6,True,False
SUB00152,02/12/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Fire TV,45,Lioness,Thriller,At-Risk,,6.46,5.3,True,True
SUB00153,02/06/26,Annual Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Mobile,36,NFL,Sports,At-Risk,,6.46,4.2,True,False
SUB00154,02/02/26,Annual Essential,UK,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Mobile,21,NFL,Sports,Active,,7.57,10.0,True,False
SUB00155,02/09/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Tablet,28,Love & Hip Hop Miami,Reality,Reactivated,,13.92,,False,False
SUB00156,02/24/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,34,UFC,Sports,Active,,8.37,7.9,False,False
SUB00157,02/24/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,30,Lioness,Thriller,At-Risk,,11.36,5.2,False,False
SUB00158,02/10/26,Paramount+ with Showtime,UK,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Smart TV,18,RuPaul Drag Race All Stars,Reality,Active,,14.74,3.2,True,True
SUB00159,02/26/26,Annual Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Tablet,61,SpongeBob,Family,Active,,8.48,6.0,False,False
SUB00160,02/22/26,Essential,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,42,Sonic 3,Family,Churned,04/23/26,13.95,10.0,False,False
SUB00161,02/12/26,Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,36,Landman,Drama,Active,,12.52,4.4,False,False
SUB00162,02/06/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Desktop,40,Elsbeth,Procedural,Active,,12.27,4.8,True,True
SUB00163,02/23/26,Paramount+ with Showtime,CA,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,28,Mayor of Kingstown,Drama,At-Risk,,15.04,4.1,False,True
SUB00164,02/22/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,50,Coldwater,Drama,Active,,15.65,6.5,False,True
SUB00165,02/07/26,Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Roku,39,The Agency,Thriller,At-Risk,,15.39,4.6,False,False
SUB00166,02/03/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,45,The Curse,Comedy,New,,13.91,,False,False
SUB00167,02/05/26,Paramount+ with Showtime,MX,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Smart TV,25,Dexter,Thriller,Active,,13.07,3.5,False,True
SUB00168,02/28/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,64,The Agency,Thriller,Active,,8.33,,False,False
SUB00169,02/28/26,Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,28,The Offer,Drama,Active,,12.88,,True,False
SUB00170,02/05/26,Essential,UK,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,25,MobLand,Drama,At-Risk,,13.6,6.6,False,False
SUB00171,02/09/26,Annual Essential,UK,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,41,The Madison,Drama,Active,,7.37,6.4,True,False
SUB00172,02/26/26,Annual Essential,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,25,NCIS,Procedural,New,,8.04,5.2,False,False
SUB00173,02/11/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,45,Dexter,Thriller,Active,,14.18,4.3,False,True
SUB00174,02/18/26,Paramount+ with Showtime,MX,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,48,NFL,Sports,Reactivated,,13.02,,False,True
SUB00175,02/14/26,Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Roku,28,Tulsa King,Drama,Active,,12.89,7.8,True,False
SUB00176,02/15/26,Annual Premium,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,18,Paw Patrol,Family,At-Risk,,11.31,2.9,False,False
SUB00177,02/02/26,Paramount+ with Showtime,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Smart TV,41,The Chi,Drama,New,,14.12,,True,True
SUB00178,02/05/26,Paramount+ with Showtime,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,18,Dutton Ranch,Drama,New,,12.94,6.4,False,True
SUB00179,02/17/26,Annual Essential,MX,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Fire TV,28,Paw Patrol,Family,Active,,5.23,6.6,False,False
SUB00180,02/18/26,Annual Essential,AU,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Mobile,32,NFL,Sports,At-Risk,,7.39,8.7,False,False
SUB00181,02/17/26,Annual Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,49,Landman,Drama,New,,7.62,4.0,True,False
SUB00182,02/19/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Smart TV,58,Criminal Minds,Procedural,Active,,6.85,1.1,False,False
SUB00183,02/19/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Smart TV,46,The Madison,Drama,Active,,12.25,6.1,False,False
SUB00184,02/19/26,Annual Premium,AU,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,29,Watson,Procedural,New,,11.76,6.7,False,False
SUB00185,02/19/26,Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,54,South Park,Comedy,At-Risk,,14.23,7.1,True,False
SUB00186,02/28/26,Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,32,Mayor of Kingstown,Drama,Active,,13.58,5.4,False,False
SUB00187,02/15/26,Annual Essential,MX,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Roku,43,The Guest,Thriller,New,,6.42,5.6,False,False
SUB00188,02/08/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,67,Watson,Procedural,At-Risk,,14.41,8.4,False,True
SUB00189,02/18/26,Paramount+ with Showtime,UK,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,54,Boomerang,Comedy,At-Risk,,12.38,5.6,True,True
SUB00190,02/25/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,23,South Park,Comedy,At-Risk,,10.99,2.4,False,False
SUB00191,02/16/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,38,Coldwater,Drama,Active,,14.68,10.0,False,True
SUB00192,02/02/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,34,RuPaul Drag Race All Stars,Reality,Active,,9.9,8.3,False,False
SUB00193,02/18/26,Annual Essential,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,41,The Guest,Thriller,Active,,5.68,8.2,True,False
SUB00194,02/21/26,Essential,CA,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Desktop,54,NCIS,Procedural,At-Risk,,13.26,7.2,True,False
SUB00195,02/26/26,Annual Essential,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,46,The Agency,Thriller,Active,,6.68,10.0,False,True
SUB00196,02/21/26,Annual Premium,UK,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Fire TV,41,RuPaul Drag Race All Stars,Reality,Active,,11.43,5.5,False,False
SUB00197,02/15/26,Paramount+ with Showtime,UK,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,49,UFC,Sports,Active,,14.14,4.6,True,True
SUB00198,02/27/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,31,Paw Patrol,Family,New,,7.42,7.6,True,False
SUB00199,02/01/26,Paramount+ with Showtime,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,52,The Guest,Thriller,Reactivated,,13.53,5.4,True,True
SUB00200,02/02/26,Essential,MX,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Tablet,24,Dutton Ranch,Drama,New,,12.2,5.5,True,False
SUB00201,02/10/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,48,Boston Blue,Procedural,Reactivated,,14.93,4.5,False,True
SUB00202,02/25/26,Essential,UK,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,56,Lioness,Thriller,New,,16.56,7.4,False,False
SUB00203,02/03/26,Annual Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Mobile,27,MobLand,Drama,At-Risk,,5.7,3.8,False,False
SUB00204,02/04/26,Essential,AU,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Roku,58,Mission Impossible,Action,New,,14.19,7.9,True,False
SUB00205,02/02/26,Annual Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,41,The Curse,Comedy,Churned,03/19/26,8.02,4.0,True,False
SUB00206,02/23/26,Annual Premium,MX,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,39,Mayor of Kingstown,Drama,Churned,03/09/26,9.8,6.7,False,True
SUB00207,02/21/26,Essential,AU,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Fire TV,44,The Agency,Thriller,Active,,13.75,7.0,False,False
SUB00208,02/04/26,Paramount+ with Showtime,AU,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Desktop,44,NFL,Sports,Active,,15.89,10.0,False,True
SUB00209,02/18/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Roku,60,The Madison,Drama,Churned,03/27/26,5.81,5.4,False,False
SUB00210,02/25/26,Annual Premium,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,36,UFC,Sports,Active,,12.28,6.6,True,False
SUB00211,02/08/26,Annual Premium,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,18,Coldwater,Drama,New,,11.62,9.9,False,False
SUB00212,02/19/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,32,NCIS,Procedural,Active,,11.91,4.3,True,True
SUB00213,02/19/26,Annual Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,49,The Offer,Drama,Reactivated,,6.67,6.7,False,False
SUB00214,02/11/26,Annual Premium,CA,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,19,SpongeBob,Family,New,,12.69,5.8,False,False
SUB00215,02/26/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Smart TV,34,The Offer,Drama,New,,13.13,3.2,True,True
SUB00216,02/03/26,Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,34,South Park,Comedy,New,,13.12,0.6,True,False
SUB00217,02/07/26,Annual Premium,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Roku,34,South Park,Comedy,Active,,13.53,8.0,False,False
SUB00218,02/07/26,Annual Essential,CA,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,53,Tracker,Action,Active,,6.04,5.9,True,False
SUB00219,02/25/26,Essential,UK,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,74,Mayor of Kingstown,Drama,At-Risk,,15.1,6.6,False,False
SUB00220,02/16/26,Paramount+ with Showtime,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Tablet,37,Boomerang,Comedy,Active,,13.72,6.9,False,True
SUB00221,02/09/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,29,The Offer,Drama,Active,,13.89,5.3,False,True
SUB00222,02/18/26,Annual Essential,MX,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Roku,30,The Offer,Drama,Active,,6.01,4.9,False,False
SUB00223,02/06/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Mobile,34,Boomerang,Comedy,At-Risk,,5.44,,False,False
SUB00224,02/02/26,Annual Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Mobile,53,Landman,Drama,Reactivated,,6.2,9.2,False,True
SUB00225,02/12/26,Paramount+ with Showtime,AU,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,33,Dutton Ranch,Drama,At-Risk,,12.44,,True,True
SUB00226,02/17/26,Annual Essential,UK,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,27,Dutton Ranch,Drama,New,,9.29,4.1,False,False
SUB00227,02/08/26,Annual Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,51,The Agency,Thriller,At-Risk,,8.19,9.3,True,True
SUB00228,02/23/26,Paramount+ with Showtime,AU,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,22,Criminal Minds,Procedural,Active,,14.46,5.3,False,True
SUB00229,02/02/26,Annual Essential,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,20,MobLand,Drama,At-Risk,,7.48,8.1,False,False
SUB00230,02/07/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,32,RuPaul Drag Race All Stars,Reality,At-Risk,,8.07,8.1,False,False
SUB00231,02/06/26,Annual Essential,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Fire TV,32,Elsbeth,Procedural,Reactivated,,6.47,9.1,False,False
SUB00232,02/06/26,Paramount+ with Showtime,UK,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Roku,46,Criminal Minds,Procedural,At-Risk,,14.47,7.8,False,True
SUB00233,02/17/26,Annual Essential,AU,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Smart TV,42,NFL,Sports,Active,,8.55,3.7,False,False
SUB00234,02/01/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,35,Criminal Minds,Procedural,Active,,14.96,5.4,False,True
SUB00235,02/03/26,Annual Premium,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Tablet,28,South Park,Comedy,New,,10.05,3.4,False,False
SUB00236,02/24/26,Paramount+ with Showtime,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,46,South Park,Comedy,Active,,15.64,3.7,False,True
SUB00237,02/06/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,18,Elsbeth,Procedural,Active,,13.77,10.0,True,True
SUB00238,02/01/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,36,MobLand,Drama,Active,,7.9,5.3,False,False
SUB00239,02/05/26,Paramount+ with Showtime,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Roku,37,Sonic 3,Family,New,,14.4,8.9,False,True
SUB00240,02/12/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,40,Boston Blue,Procedural,Active,,14.06,5.7,False,True
SUB00241,02/11/26,Essential,CA,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,42,RuPaul Drag Race All Stars,Reality,Active,,11.92,2.7,True,True
SUB00242,02/23/26,Paramount+ with Showtime,AU,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Tablet,48,NFL,Sports,Active,,13.85,6.9,True,True
SUB00243,02/11/26,Paramount+ with Showtime,UK,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Tablet,38,Boomerang,Comedy,At-Risk,,14.11,7.3,False,True
SUB00244,02/23/26,Annual Premium,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,27,The Agency,Thriller,Active,,10.8,6.9,False,False
SUB00245,02/23/26,Annual Premium,AU,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Desktop,43,NFL,Sports,At-Risk,,12.76,2.8,False,False
SUB00246,02/14/26,Paramount+ with Showtime,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,44,Love & Hip Hop Miami,Reality,New,,15.16,7.1,False,True
SUB00247,02/12/26,Annual Premium,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Smart TV,61,MobLand,Drama,At-Risk,,10.16,8.7,True,False
SUB00248,02/04/26,Annual Essential,CA,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,20,Tracker,Action,At-Risk,,7.01,5.1,False,False
SUB00249,02/25/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Mobile,45,Coldwater,Drama,New,,14.3,4.9,False,True
SUB00250,02/12/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Desktop,27,Dexter,Thriller,Active,,6.13,5.2,False,True
SUB00251,02/11/26,Paramount+ with Showtime,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,25,Coldwater,Drama,New,,12.86,,False,True
SUB00252,02/18/26,Essential,MX,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Tablet,52,Sonic 3,Family,At-Risk,,15.07,4.4,False,False
SUB00253,02/24/26,Annual Essential,UK,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,44,The Agency,Thriller,At-Risk,,7.4,6.9,False,False
SUB00254,02/19/26,Essential,CA,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Fire TV,47,Mayor of Kingstown,Drama,At-Risk,,13.49,,True,False
SUB00255,02/11/26,Annual Premium,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,73,Watson,Procedural,New,,13.37,6.3,False,False
SUB00256,02/20/26,Annual Essential,CA,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,28,The Agency,Thriller,Churned,04/08/26,7.59,,False,False
SUB00257,02/19/26,Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Fire TV,29,Mission Impossible,Action,Active,,14.89,10.0,False,False
SUB00258,02/06/26,Essential,CA,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,30,The Agency,Thriller,Reactivated,,14.69,7.9,False,False
SUB00259,02/17/26,Paramount+ with Showtime,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,46,Paw Patrol,Family,New,,13.36,3.0,False,True
SUB00260,02/10/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Desktop,34,MobLand,Drama,New,,14.62,,False,True
SUB00261,02/09/26,Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Smart TV,40,Boomerang,Comedy,At-Risk,,14.31,3.6,False,True
SUB00262,02/10/26,Annual Premium,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,46,Mayor of Kingstown,Drama,Active,,13.0,7.7,False,True
SUB00263,02/28/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,49,UFC,Sports,Churned,04/24/26,13.11,7.5,False,False
SUB00264,02/11/26,Paramount+ with Showtime,CA,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,18,SpongeBob,Family,Churned,04/07/26,12.59,7.4,False,True
SUB00265,02/09/26,Annual Essential,UK,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,41,NFL,Sports,Churned,04/01/26,5.73,,False,False
SUB00266,02/21/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,52,Criminal Minds,Procedural,Churned,03/29/26,11.44,6.4,False,False
SUB00267,02/16/26,Essential,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,38,Elsbeth,Procedural,New,,13.49,6.6,False,False
SUB00268,02/26/26,Essential,MX,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,30,The Curse,Comedy,At-Risk,,12.12,6.7,False,False
SUB00269,02/26/26,Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,31,NCIS,Procedural,Active,,13.69,5.8,True,False
SUB00270,02/15/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,31,The Curse,Comedy,At-Risk,,6.44,9.3,True,False
SUB00271,02/03/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,35,Boston Blue,Procedural,Churned,03/26/26,11.31,5.5,True,False
SUB00272,02/21/26,Essential,CA,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,40,Boston Blue,Procedural,Active,,12.69,,False,False
SUB00273,02/28/26,Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,41,Coldwater,Drama,New,,13.9,8.5,True,False
SUB00274,02/05/26,Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,52,RuPaul Drag Race All Stars,Reality,At-Risk,,15.04,5.4,True,False
SUB00275,02/24/26,Annual Premium,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,70,Dutton Ranch,Drama,Active,,12.04,5.7,False,False
SUB00276,02/19/26,Annual Essential,UK,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,58,Mayor of Kingstown,Drama,Active,,7.62,10.0,True,True
SUB00277,02/25/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,32,MobLand,Drama,Active,,12.3,5.9,True,True
SUB00278,02/02/26,Essential,AU,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,25,Love & Hip Hop Miami,Reality,New,,12.8,4.3,True,False
SUB00279,02/11/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,37,1923,Drama,Active,,13.24,,False,False
SUB00280,02/19/26,Annual Premium,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,24,The Guest,Thriller,At-Risk,,11.27,,False,False
SUB00281,02/23/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,37,Love & Hip Hop Miami,Reality,New,,13.22,8.0,False,True
SUB00282,02/18/26,Annual Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Tablet,43,MobLand,Drama,Active,,8.2,6.9,False,False
SUB00283,02/02/26,Annual Essential,MX,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,42,Boston Blue,Procedural,At-Risk,,5.88,10.0,False,False
SUB00284,02/01/26,Annual Premium,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Smart TV,30,The Agency,Thriller,Active,,10.6,5.1,True,False
SUB00285,02/04/26,Annual Premium,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,29,NFL,Sports,Active,,13.15,9.1,False,False
SUB00286,02/16/26,Essential,AU,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,30,1923,Drama,Active,,14.52,4.7,False,False
SUB00287,02/28/26,Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,30,UFC,Sports,At-Risk,,13.8,7.9,True,False
SUB00288,02/21/26,Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Roku,18,Landman,Drama,Active,,15.69,9.9,False,False
SUB00289,02/17/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Tablet,29,1923,Drama,Active,,14.2,5.6,False,True
SUB00290,02/11/26,Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Fire TV,42,1923,Drama,Reactivated,,16.11,,False,False
SUB00291,02/16/26,Paramount+ with Showtime,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,35,The Chi,Drama,At-Risk,,12.73,4.7,False,True
SUB00292,02/27/26,Annual Essential,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Roku,27,Dexter,Thriller,Active,,7.09,6.4,True,False
SUB00293,02/14/26,Essential,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Desktop,30,Boston Blue,Procedural,Churned,03/27/26,12.34,7.0,True,False
SUB00294,02/12/26,Annual Premium,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,54,The Offer,Drama,Active,,11.83,10.0,False,False
SUB00295,02/22/26,Annual Essential,CA,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Roku,31,Criminal Minds,Procedural,At-Risk,,7.52,8.8,True,False
SUB00296,02/07/26,Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,63,Ghosts,Comedy,At-Risk,,13.78,,True,False
SUB00297,02/15/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,46,Ghosts,Comedy,Active,,8.68,8.9,False,False
SUB00298,02/05/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Mobile,45,Landman,Drama,Active,,14.96,,True,True
SUB00299,02/28/26,Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Fire TV,57,Watson,Procedural,At-Risk,,14.37,7.9,False,False
