,plan_encoded,country_encoded,acquisition_channel_encoded,primary_device_encoded,age_encoded,show_genre_encoded,lifecycle_stage_encoded,is_bundled_encoded,nps_score,has_showtime_add_on_encoded
2260,0,4,3,5,36,1,0,0,6.4,0
2261,1,1,5,4,16,1,0,1,8.0,0
2262,3,1,5,0,33,4,4,0,4.0,1
2263,3,0,3,3,29,1,0,0,6.3,1
2264,0,4,1,5,32,2,1,0,5.2,0
2265,0,4,2,1,39,5,2,0,9.9,0
2266,2,0,0,2,16,7,1,1,9.2,0
2267,3,4,2,4,7,1,4,1,1.3,1
2268,1,3,5,4,7,7,2,1,6.2,0
2269,0,0,0,3,29,2,0,0,5.7,1
2270,2,4,2,3,26,7,1,0,3.3,0
2271,2,1,2,4,0,7,0,1,3.4,0
2272,0,4,5,1,0,2,2,1,3.2,0
2273,1,4,1,2,12,4,2,0,10.0,0
2274,1,2,2,3,7,1,3,0,7.7,0
2275,3,3,5,0,11,7,4,1,3.2,1
2276,3,4,1,5,17,3,1,0,5.5,1
2277,2,0,0,0,9,4,1,0,6.4,0
2278,0,4,4,4,25,1,0,0,3.9,0
2279,1,4,1,3,0,3,1,0,5.2,0
2280,1,4,4,0,11,4,1,0,5.3,0
2281,2,4,2,4,8,1,1,0,10.0,0
2282,1,4,0,4,21,1,0,0,7.5,1
2283,0,4,5,0,6,6,0,1,4.0,0
2284,2,4,0,4,20,2,3,0,2.7,0
2285,1,4,1,1,43,7,1,0,6.8,0
2286,1,3,0,5,11,4,4,1,8.5,0
2287,0,2,0,0,45,5,0,0,10.0,0
2288,0,1,1,5,19,4,1,1,6.4,0
2289,0,1,4,4,8,4,1,1,5.3,0
2290,1,4,1,2,25,2,0,0,8.0,0
2291,0,3,3,0,13,4,0,0,3.5,1
2292,2,4,5,3,27,7,0,1,4.9,0
2293,3,4,5,2,0,4,4,1,6.9,1
2294,1,4,5,0,9,2,0,1,6.1,0
2295,3,4,2,5,8,3,1,1,3.3,1
2296,2,4,4,5,11,5,0,0,6.4,0
2297,1,4,3,0,56,2,2,1,3.8,0
2298,0,4,2,0,10,4,0,0,5.3,0
2299,2,4,0,5,4,2,1,1,6.4,0
2300,3,1,3,0,33,7,1,0,6.4,1
2301,3,3,3,5,13,7,0,0,6.4,1
2302,3,4,2,5,3,1,1,0,5.7,1
2303,1,4,4,0,7,2,1,0,1.9,0
2304,0,4,0,0,10,4,0,1,9.1,0
2305,2,3,3,3,1,4,0,0,4.1,0
2306,2,4,3,2,44,1,0,0,6.4,0
2307,1,4,4,1,11,2,3,0,7.5,0
2308,2,4,0,3,0,1,2,0,3.6,0
2309,3,1,2,3,4,2,1,1,6.4,1
2310,3,4,0,4,9,3,1,0,8.4,1
2311,2,0,5,3,19,1,1,0,8.4,0
2312,1,4,1,4,40,2,4,0,6.4,0
2313,3,4,4,4,1,2,0,0,6.4,1
2314,0,4,5,1,38,5,3,0,8.6,1
2315,0,1,1,2,35,2,2,1,2.5,0
2316,3,4,5,4,14,4,0,1,8.0,1
2317,3,1,1,4,36,2,3,0,3.3,1
2318,3,4,5,4,6,4,0,0,2.6,1
2319,3,4,3,3,45,5,3,0,6.4,1
2320,2,4,5,0,35,2,0,0,7.0,0
2321,1,1,0,5,15,5,1,1,6.9,0
2322,1,2,1,4,11,2,1,0,6.3,0
2323,1,1,1,1,31,6,3,1,4.2,0
2324,1,4,0,4,46,2,1,0,9.1,0
2325,3,4,4,0,20,7,3,0,7.2,1
2326,1,4,0,0,41,1,0,0,2.2,0
2327,1,4,4,5,38,2,0,0,5.9,0
2328,3,1,3,0,2,2,1,0,5.3,1
2329,2,4,3,4,49,2,0,1,6.5,0
2330,0,2,2,2,28,2,1,1,8.6,0
2331,0,0,3,4,35,2,0,0,5.1,0
2332,2,0,2,2,30,4,4,0,5.3,0
2333,0,4,2,0,25,2,1,0,8.2,0
2334,2,4,2,0,30,2,3,0,6.0,0
2335,1,1,0,2,30,2,0,1,10.0,0
2336,0,4,1,5,38,4,3,0,9.7,0
2337,2,0,0,5,20,3,0,0,8.4,0
2338,3,3,2,5,15,1,0,0,7.4,1
2339,2,2,3,5,8,2,3,0,6.4,0
2340,2,4,1,3,48,2,2,0,2.9,1
2341,2,2,4,5,20,1,1,0,9.0,1
2342,2,4,5,5,24,6,0,0,4.0,0
2343,0,3,2,1,24,2,2,0,3.5,0
2344,3,0,1,4,27,7,2,0,4.3,1
2345,1,4,1,1,37,1,0,0,3.0,0
2346,1,4,2,3,0,2,1,1,4.8,0
2347,2,4,5,4,14,7,0,0,7.5,0
2348,3,4,2,2,31,4,0,1,5.3,1
2349,2,2,4,1,18,4,3,0,3.7,0
2350,3,4,3,0,33,6,0,0,7.4,1
2351,0,2,0,0,24,0,2,0,6.8,0
2352,3,0,1,5,16,2,1,1,6.4,1
2353,0,4,1,2,29,2,1,0,9.9,0
2354,0,0,5,0,10,2,0,0,6.4,0
2355,1,4,0,2,6,7,1,0,5.7,0
2356,2,1,3,0,42,1,3,0,1.9,0
2357,2,4,4,5,6,1,0,0,6.4,0
2358,3,4,1,1,30,7,0,0,9.3,1
2359,2,4,1,5,48,7,0,0,6.4,0
2360,1,4,5,1,24,4,0,0,9.2,0
2361,3,4,0,4,10,2,1,1,5.8,1
2362,2,3,0,1,21,4,0,1,6.4,0
2363,2,4,3,0,32,0,2,0,5.5,1
2364,0,4,2,1,0,7,0,1,9.1,0
2365,0,4,5,0,0,2,2,0,10.0,0
2366,2,4,3,3,7,7,0,1,6.4,0
2367,0,1,1,1,18,2,0,1,6.4,0
2368,2,4,2,4,28,6,0,0,5.6,0
2369,3,4,2,3,17,5,0,0,1.3,1
2370,1,4,3,4,6,3,0,1,6.9,0
2371,3,4,5,2,6,2,1,1,8.8,1
2372,3,1,2,5,44,2,0,1,5.7,1
2373,3,0,3,1,29,1,0,0,5.5,1
2374,0,4,5,0,13,4,0,0,6.4,0
2375,0,4,4,0,0,4,1,0,6.6,0
2376,3,1,0,2,22,7,1,1,9.4,1
2377,1,2,2,5,17,1,0,0,7.8,0
2378,2,1,0,2,14,3,4,0,7.6,0
2379,1,4,3,5,11,2,3,1,6.4,0
2380,0,4,3,0,0,2,3,0,7.4,0
2381,3,4,2,2,0,2,4,1,7.2,1
2382,2,4,2,0,28,2,0,0,0.7,0
2383,0,0,3,2,9,6,0,0,6.4,0
2384,2,4,2,4,7,2,1,0,6.4,0
2385,0,0,2,0,0,4,2,1,9.1,0
2386,0,1,3,2,8,2,2,1,6.4,0
2387,0,4,5,2,19,4,2,0,6.4,1
2388,0,1,2,5,9,6,0,1,6.2,0
2389,0,4,5,2,18,4,0,0,8.9,1
2390,3,4,5,2,13,7,0,0,6.0,1
2391,1,4,3,4,28,4,1,1,9.5,1
2392,0,4,4,4,36,4,0,1,4.4,0
2393,0,2,1,5,9,3,1,0,7.2,1
2394,2,3,1,2,30,2,4,1,4.5,0
2395,0,4,3,5,29,2,2,1,2.0,0
2396,1,4,3,1,16,1,0,1,2.0,0
2397,1,2,1,3,20,5,2,0,6.3,0
2398,0,4,3,4,30,2,2,1,7.2,1
2399,2,4,0,1,18,2,1,0,10.0,0
2400,3,4,3,1,21,2,0,1,6.6,1
2401,1,1,5,1,8,4,1,1,2.7,0
2402,2,2,1,5,23,2,0,0,6.4,0
2403,0,0,4,3,36,7,4,0,6.4,0
2404,0,4,0,1,1,1,4,0,5.6,0
2405,1,4,5,4,27,2,0,0,5.2,1
2406,0,4,5,5,4,4,4,1,2.7,0
2407,1,4,0,2,0,0,0,0,6.1,0
2408,2,4,1,0,19,2,0,1,4.0,0
2409,2,0,3,2,19,7,4,0,6.9,0
2410,1,0,1,2,5,7,4,0,10.0,0
2411,3,4,1,0,30,3,0,0,5.1,1
2412,1,4,2,3,16,7,3,1,7.1,0
2413,3,4,2,5,6,4,4,1,6.4,1
2414,0,4,3,1,8,5,0,0,6.4,0
2415,1,2,2,5,11,2,4,0,6.4,0
2416,1,4,0,2,0,7,4,0,3.3,0
2417,3,4,3,1,9,2,2,0,8.8,1
2418,0,4,4,1,30,6,1,0,10.0,0
2419,3,4,5,5,29,6,1,0,5.2,1
2420,0,3,2,1,47,3,0,0,6.5,0
2421,3,1,1,2,39,2,0,0,6.2,1
2422,1,0,5,4,32,1,3,0,6.7,0
2423,0,4,1,4,8,7,1,0,2.7,0
2424,0,4,4,5,32,2,2,1,6.0,1
2425,2,4,4,5,10,2,0,1,6.4,0
2426,2,1,1,5,18,2,3,1,8.2,0
2427,3,4,3,3,39,4,1,1,10.0,1
2428,3,3,4,1,37,7,3,1,4.2,1
2429,3,4,1,5,34,6,0,1,8.4,1
2430,1,1,4,4,0,1,0,1,5.1,0
2431,3,0,1,3,6,7,0,0,6.8,1
2432,0,1,4,2,8,3,3,1,4.2,0
2433,1,4,5,3,35,2,0,0,5.0,0
2434,1,1,1,0,13,1,0,1,6.4,0
2435,3,4,3,3,0,3,2,0,8.7,1
2436,2,0,1,0,5,6,0,0,4.4,0
2437,0,4,4,4,9,3,1,1,7.0,0
2438,2,1,0,3,4,2,0,0,6.4,0
2439,0,4,3,2,37,5,0,0,7.3,0
2440,0,2,1,4,28,3,1,0,6.2,0
2441,1,4,1,5,23,3,1,0,7.5,0
2442,1,1,5,0,36,2,2,1,7.4,0
2443,3,2,1,4,13,3,0,1,10.0,1
2444,1,4,5,2,53,2,0,1,9.6,0
2445,2,2,2,4,24,1,0,0,6.4,1
2446,2,4,1,2,20,7,0,0,9.2,0
2447,1,1,2,5,25,0,0,1,8.4,0
2448,1,4,0,4,13,5,1,0,6.4,0
2449,1,1,2,1,1,2,0,0,4.5,0
2450,0,1,2,2,7,2,1,1,6.8,0
2451,2,4,3,2,36,1,0,0,9.4,0
2452,0,0,4,3,24,6,2,1,6.0,1
2453,1,4,5,0,47,2,0,0,4.8,0
2454,2,4,2,5,34,3,0,1,5.3,0
2455,3,4,5,4,30,7,3,1,10.0,1
2456,3,4,3,5,1,6,1,1,6.4,1
2457,2,4,2,4,20,1,0,0,5.6,0
2458,2,4,2,0,26,1,2,1,10.0,0
2459,0,4,0,5,28,2,2,1,7.8,1
2460,1,4,2,5,33,1,2,0,7.4,0
2461,0,4,2,5,8,4,0,0,6.0,1
2462,0,4,4,0,15,0,3,0,7.2,0
2463,0,3,0,2,31,2,0,0,9.3,0
2464,2,4,0,3,1,2,1,1,5.7,1
2465,2,3,1,2,0,4,1,0,9.6,0
2466,1,4,2,3,25,2,0,0,9.5,0
2467,3,2,0,1,28,1,1,1,6.3,1
2468,0,4,5,4,9,7,0,0,6.4,0
2469,1,4,3,5,29,2,1,0,2.4,0
2470,1,0,1,1,34,4,2,0,6.7,0
2471,3,4,0,2,25,4,1,1,10.0,1
2472,3,4,5,0,30,0,2,1,4.5,1
2473,0,4,3,2,16,4,0,0,6.4,0
2474,0,4,5,4,4,1,4,1,8.8,1
2475,2,3,1,3,27,5,2,0,6.4,0
2476,2,4,5,0,22,2,4,1,3.1,0
2477,3,1,0,4,0,3,0,1,7.5,1
2478,0,0,4,4,13,3,0,1,7.1,0
2479,3,2,3,5,19,2,0,0,3.2,1
2480,0,4,2,0,44,0,0,1,10.0,0
2481,2,4,4,0,31,1,0,0,2.6,0
2482,3,4,5,3,30,1,3,0,5.4,1
2483,3,4,4,2,16,3,1,1,5.5,1
2484,3,3,1,4,5,3,3,0,8.7,1
2485,1,4,0,1,5,2,1,0,4.5,0
2486,3,3,1,1,11,5,2,1,3.5,1
2487,0,3,2,1,19,2,1,1,6.4,0
2488,2,0,2,3,49,4,0,0,4.6,0
2489,3,0,0,0,14,5,4,0,5.6,1
2490,0,1,5,1,33,2,0,1,5.8,0
2491,0,2,5,4,37,3,2,1,6.3,0
2492,2,0,4,3,0,1,4,0,6.9,0
2493,0,4,1,4,15,4,0,1,6.4,0
2494,0,4,2,0,12,6,0,1,5.8,0
2495,3,2,1,1,11,0,0,0,6.4,1
2496,3,1,0,3,23,1,1,0,8.3,1
2497,1,4,4,5,9,2,3,0,6.4,0
2498,0,4,1,5,5,5,0,0,5.4,0
2499,1,0,1,3,49,1,0,0,0.4,0
2500,0,4,5,4,44,3,0,0,6.4,0
2501,1,1,0,2,21,2,1,0,5.0,0
2502,3,4,1,4,22,0,0,1,4.8,1
2503,3,1,0,1,13,3,2,0,10.0,1
2504,3,2,2,1,23,2,0,1,6.4,1
2505,1,1,1,4,26,6,0,0,10.0,0
2506,1,4,0,3,0,4,0,1,8.0,0
2507,0,1,2,1,0,2,4,0,6.9,0
2508,3,4,0,1,18,2,3,1,4.8,1
2509,3,4,3,5,14,4,1,0,3.2,1
2510,0,4,1,1,37,2,4,0,7.9,0
2511,3,4,5,4,13,6,3,1,5.3,1
2512,2,4,2,0,13,3,4,0,1.8,0
2513,3,1,1,4,15,4,3,0,7.8,1
2514,1,4,2,0,31,3,3,1,9.5,0
2515,2,3,2,4,26,2,0,0,6.5,0
2516,2,1,1,0,30,1,4,1,10.0,0
2517,0,0,3,4,46,1,0,1,3.1,0
2518,1,0,5,5,31,3,0,0,6.4,0
2519,2,4,0,5,19,2,0,1,4.6,0
2520,0,1,2,4,0,3,4,0,4.0,0
2521,2,4,4,4,32,2,0,0,7.3,0
2522,2,4,0,2,14,2,0,0,3.8,0
2523,2,4,1,3,11,2,3,1,4.1,0
2524,2,4,0,1,11,3,3,0,9.8,0
2525,3,3,2,3,0,7,2,0,6.4,1
2526,2,4,5,2,12,6,0,0,3.4,0
2527,2,2,3,0,29,7,0,0,6.4,0
2528,3,0,0,1,29,4,2,1,4.7,1
2529,0,3,4,1,31,1,1,0,7.4,0
2530,2,4,1,5,8,2,0,0,7.8,0
2531,3,1,4,4,18,4,0,0,9.7,1
2532,3,4,5,2,0,7,0,0,4.2,1
2533,1,4,2,3,23,1,0,0,6.2,0
2534,3,4,0,0,26,2,1,0,4.6,1
2535,1,2,3,2,9,2,0,0,4.5,0
2536,3,2,3,3,14,4,3,0,6.4,1
2537,3,4,3,3,0,1,3,0,4.7,1
2538,1,1,4,2,41,3,1,0,4.1,0
2539,2,4,4,4,40,6,4,0,3.6,0
2540,3,4,0,3,8,5,4,1,5.4,1
2541,2,4,4,2,9,2,1,0,10.0,0
2542,3,4,0,2,35,6,2,1,6.4,1
2543,1,4,4,3,25,4,2,1,8.9,0
2544,3,1,3,5,33,3,3,0,8.0,1
2545,3,4,0,0,14,2,4,0,6.4,1
2546,0,3,4,5,40,2,0,0,2.5,0
2547,0,4,5,3,21,4,0,0,6.4,0
2548,3,4,5,2,33,3,1,0,5.3,1
2549,3,4,3,1,48,2,3,0,4.3,1
2550,2,1,1,4,35,2,2,1,5.7,0
2551,1,4,1,2,26,0,0,0,8.9,0
2552,1,3,2,5,41,2,1,1,1.8,0
2553,2,4,3,3,8,7,0,1,9.5,0
2554,2,4,2,0,10,7,0,0,8.0,0
2555,3,4,4,2,28,2,0,0,4.2,1
2556,2,0,4,3,19,2,2,0,6.4,0
2557,2,1,4,1,0,6,0,0,7.2,0
2558,1,4,1,0,8,3,0,0,4.9,0
2559,0,2,5,3,0,0,2,1,5.0,0
2560,1,4,0,0,27,7,0,1,4.7,1
2561,3,4,0,5,41,2,0,0,8.7,1
2562,3,4,2,1,13,1,0,0,7.7,1
2563,0,0,0,5,17,2,1,1,7.4,0
2564,2,1,1,5,40,2,0,1,6.1,0
2565,0,4,0,3,40,2,0,0,8.8,1
2566,0,4,1,1,26,1,2,1,8.4,0
2567,2,4,2,4,4,3,1,0,5.1,0
2568,2,2,0,0,9,7,3,1,5.8,0
2569,0,4,0,0,19,1,4,0,4.9,0
2570,0,4,2,1,24,3,0,1,6.4,0
2571,3,4,1,0,24,7,0,0,9.4,1
2572,0,1,1,3,10,2,0,0,9.1,1
2573,2,4,0,5,2,7,0,0,6.1,0
2574,3,4,2,0,22,2,0,1,6.5,1
2575,2,2,3,4,0,0,0,0,6.4,0
2576,0,2,5,0,25,2,3,0,6.9,0
2577,1,4,0,5,23,2,2,1,5.6,0
2578,3,4,1,5,21,4,0,0,2.8,1
2579,0,4,0,1,27,1,0,0,7.0,1
2580,2,4,3,3,29,4,0,0,6.2,0
2581,2,4,4,0,28,1,3,0,7.3,0
2582,0,3,1,1,39,2,0,0,7.1,0
2583,0,4,4,4,39,0,4,0,6.5,0
2584,2,3,5,5,31,4,3,1,4.9,0
2585,0,1,1,4,21,6,3,0,4.4,0
2586,2,4,0,4,0,4,1,0,3.6,0
2587,3,2,0,4,29,7,1,0,4.2,1
2588,0,4,2,1,40,6,3,1,6.4,0
2589,0,1,3,2,0,2,0,0,8.0,0
2590,1,2,5,3,32,7,0,1,6.1,1
2591,3,4,2,2,26,7,2,1,8.3,1
2592,1,4,1,4,34,2,2,0,4.3,0
2593,2,4,2,2,6,1,2,1,5.7,0
2594,2,4,0,3,21,6,0,0,10.0,0
2595,3,1,1,5,20,2,1,1,6.7,1
2596,3,4,4,4,19,7,0,0,9.0,1
2597,0,2,1,3,8,4,3,0,4.5,0
2598,0,0,1,0,21,2,2,0,9.1,0
2599,2,2,4,0,15,7,2,0,6.8,1
2600,1,4,3,0,8,4,0,0,5.0,1
2601,3,4,4,0,22,2,0,0,6.1,1
2602,0,4,0,5,25,2,1,0,10.0,0
2603,1,4,2,2,0,2,0,0,6.4,0
2604,3,2,2,5,22,2,1,0,5.6,1
2605,2,1,2,0,22,7,3,0,5.2,0
2606,2,3,4,3,13,3,1,0,7.0,0
2607,1,0,2,1,31,2,0,1,5.4,0
2608,2,4,0,5,33,3,0,1,9.1,0
2609,0,4,4,3,16,7,2,1,6.9,0
2610,1,4,0,4,17,2,0,0,8.1,0
2611,0,4,5,5,16,2,0,0,7.0,0
2612,2,0,1,2,29,2,1,0,6.4,0
2613,1,2,1,2,14,1,0,1,6.4,0
2614,2,4,0,0,29,2,0,0,5.6,0
2615,0,4,4,1,40,3,2,0,4.5,1
2616,3,4,0,3,10,1,0,0,5.8,1
2617,3,4,4,2,15,2,3,0,7.3,1
2618,2,3,3,0,5,4,0,0,4.6,0
2619,3,2,2,0,7,6,4,0,0.2,1
2620,2,0,1,4,48,3,2,0,6.8,0
2621,1,0,1,3,11,2,3,1,5.5,0
2622,3,4,5,1,32,3,2,1,8.3,1
2623,2,4,5,3,30,4,4,0,9.9,0
2624,1,4,3,4,56,4,1,0,4.5,0
2625,1,4,5,4,15,4,0,0,5.2,0
2626,2,4,0,0,11,4,0,0,7.4,0
2627,0,4,0,4,16,2,0,0,9.3,0
2628,1,1,2,5,21,7,1,0,7.5,0
2629,2,3,4,5,0,2,1,0,7.8,0
2630,1,4,4,5,22,4,0,0,8.8,0
2631,0,1,4,0,5,2,0,0,2.2,0
2632,3,2,5,0,38,1,1,0,6.2,1
2633,2,4,2,4,13,2,1,0,3.2,0
2634,3,4,1,2,25,2,2,0,3.9,1
2635,0,4,3,2,19,4,0,0,6.7,0
2636,1,4,4,4,30,7,0,1,6.4,0
2637,1,2,2,5,27,4,0,1,6.0,0
2638,3,2,2,3,15,2,0,0,6.5,1
2639,3,4,5,2,13,2,2,0,5.0,1
2640,3,0,5,0,38,7,2,0,9.1,1
2641,3,4,1,4,38,1,1,0,5.8,1
2642,0,4,4,2,7,2,0,0,6.4,0
2643,3,4,0,0,0,2,1,0,7.8,1
2644,3,4,1,5,17,2,2,0,9.5,1
2645,3,4,2,5,31,1,0,0,1.6,1
2646,2,1,1,2,40,4,1,0,5.9,0
2647,3,4,4,2,24,2,0,0,3.3,1
2648,3,4,2,3,25,6,2,0,4.4,1
2649,1,2,1,5,31,2,3,1,8.6,0
2650,0,0,1,1,0,5,1,0,6.4,0
2651,2,0,3,3,0,2,1,0,9.5,0
2652,3,4,1,4,19,7,1,0,10.0,1
2653,0,4,0,2,14,1,2,0,5.1,0
2654,2,4,3,4,9,2,0,1,8.1,0
2655,0,1,2,0,13,4,0,0,8.8,0
2656,0,4,2,1,14,3,0,1,6.4,0
2657,3,4,2,3,29,2,3,1,5.1,1
2658,3,4,2,1,21,4,0,1,7.2,1
2659,2,2,3,0,30,3,1,0,6.7,0
2660,1,4,5,0,6,2,0,1,5.4,0
2661,2,4,3,5,46,7,0,0,7.0,0
2662,0,4,3,5,23,6,1,0,5.7,0
2663,2,1,4,2,28,2,2,0,9.2,0
2664,3,0,1,0,42,7,3,1,6.4,1
2665,2,4,3,1,50,2,3,0,7.2,0
2666,1,4,2,2,43,7,1,1,10.0,0
2667,1,3,1,4,12,5,1,1,6.1,0
2668,3,3,4,2,37,3,0,1,7.8,1
2669,2,4,1,5,40,3,0,1,5.8,0
2670,2,2,1,4,15,7,4,0,7.4,0
2671,0,2,2,2,19,1,2,0,6.4,0
2672,3,1,3,5,9,2,0,0,4.9,1
2673,1,0,1,0,33,1,4,0,6.4,0
2674,0,0,0,2,0,6,3,1,4.4,0
2675,2,0,2,3,18,1,1,0,4.0,0
2676,1,1,5,3,0,3,0,0,6.7,0
2677,2,1,2,2,41,3,1,0,9.6,0
2678,2,4,0,2,15,4,3,0,10.0,0
2679,2,4,1,3,0,2,1,1,6.3,0
2680,3,3,0,1,17,0,1,0,6.4,1
2681,3,4,1,3,33,7,1,1,8.6,1
2682,3,4,5,0,11,0,1,1,4.9,1
2683,2,4,0,4,21,2,3,0,6.4,0
2684,3,1,4,0,14,2,2,0,5.4,1
2685,3,0,4,0,26,2,1,1,6.7,1
2686,3,4,2,4,22,2,0,0,4.3,1
2687,1,4,3,5,22,2,1,0,6.4,1
2688,3,4,1,2,7,1,1,0,6.7,1
2689,3,1,1,5,32,2,3,0,6.6,1
2690,0,1,1,2,33,2,0,0,8.0,0
2691,0,4,1,4,8,5,0,0,1.9,0
2692,3,1,3,3,18,7,0,0,9.0,1
2693,0,3,1,4,38,2,0,0,5.0,1
2694,3,3,5,0,12,1,2,0,8.2,1
2695,0,4,4,2,23,1,0,0,2.1,0
2696,0,4,5,5,26,0,2,0,5.4,0
2697,0,4,4,1,31,2,4,0,6.3,0
2698,1,4,5,5,20,6,1,0,10.0,0
2699,3,4,4,1,36,2,1,1,7.5,1
2700,3,4,0,1,0,2,2,0,5.0,1
2701,2,0,5,3,0,2,2,0,4.0,0
2702,1,4,3,5,19,2,1,1,8.3,0
2703,0,1,3,5,25,2,0,0,4.4,0
2704,1,4,4,4,0,0,0,0,3.7,0
2705,3,4,0,0,17,3,0,1,4.3,1
2706,3,1,5,1,16,2,1,0,6.5,1
2707,3,2,5,3,3,0,0,0,7.4,1
2708,3,1,1,4,15,3,1,0,8.4,1
2709,0,4,1,5,6,2,4,0,6.1,0
2710,3,4,2,0,16,4,0,1,7.8,1
2711,3,4,5,1,45,2,0,0,3.1,1
2712,1,1,1,4,7,1,3,0,7.8,0
2713,3,4,4,4,24,0,1,1,5.1,1
2714,0,4,0,3,0,0,3,0,5.5,0
2715,3,4,1,0,19,1,0,1,7.9,1
2716,2,0,2,0,23,1,3,1,5.3,0
2717,1,4,3,1,12,2,3,1,5.4,1
2718,3,3,0,1,32,0,0,0,5.7,1
2719,0,1,4,3,5,4,1,0,7.5,0
2720,3,4,5,5,18,0,0,1,8.4,1
2721,2,4,0,5,19,1,3,1,2.6,0
2722,3,4,0,2,44,3,3,0,8.1,1
2723,3,4,0,0,18,0,0,0,5.3,1
2724,0,4,2,0,23,2,0,0,6.4,0
2725,2,4,5,4,35,2,4,0,10.0,1
2726,3,0,0,3,30,6,4,0,5.9,1
2727,1,4,2,0,24,7,4,0,6.4,0
2728,0,4,1,1,20,2,3,0,3.6,1
2729,1,4,0,5,28,1,3,0,8.0,0
2730,0,4,0,3,28,7,0,0,5.6,0
2731,1,4,5,2,21,3,0,0,6.7,0
2732,1,2,3,0,29,2,0,0,10.0,0
2733,2,4,4,1,21,2,1,1,0.0,0
2734,3,4,4,4,12,4,0,0,4.7,1
2735,0,1,5,1,13,4,4,0,7.8,1
2736,1,4,1,0,4,2,1,0,7.3,0
2737,1,4,1,4,28,0,0,1,4.8,0
2738,3,1,4,2,12,2,1,1,7.0,1
2739,3,3,1,1,0,6,2,0,6.0,1
2740,2,0,5,1,0,1,4,0,8.6,0
2741,0,4,4,0,26,4,4,0,8.5,0
2742,1,4,1,1,13,0,3,1,10.0,0
2743,2,4,1,3,30,5,3,0,6.5,0
2744,2,2,4,0,0,4,4,0,5.2,0
2745,3,4,4,5,31,5,4,1,8.5,1
2746,1,4,1,4,42,4,3,0,4.4,0
2747,2,4,0,0,19,2,0,0,6.1,0
2748,3,1,0,1,10,7,1,0,6.4,1
2749,0,0,5,4,14,4,0,1,6.4,0
2750,1,1,5,5,14,4,1,1,4.2,0
2751,2,4,0,2,5,2,1,0,6.8,0
2752,0,2,0,1,35,6,0,1,7.0,0
2753,3,4,3,1,23,7,1,0,5.4,1
2754,0,1,5,1,17,7,3,1,6.3,0
2755,0,4,2,5,17,4,4,0,8.3,0
2756,1,4,0,4,9,4,3,0,8.2,0
2757,1,4,3,5,34,2,0,1,5.3,0
2758,2,4,4,0,4,3,3,1,7.3,0
2759,1,2,2,4,30,2,0,0,4.6,0
2760,1,4,3,0,15,1,0,1,6.4,0
2761,3,4,1,4,0,6,0,1,4.3,1
2762,1,4,2,2,22,1,1,1,4.2,0
2763,3,0,5,0,0,2,2,0,6.3,1
2764,3,3,0,4,31,1,1,0,10.0,1
2765,2,2,2,1,34,7,0,1,10.0,0
2766,1,0,4,5,17,2,0,1,6.4,0
2767,3,0,5,2,13,6,2,0,4.9,1
2768,1,4,1,0,31,7,3,0,8.3,0
2769,1,4,1,0,46,7,4,0,5.1,0
2770,3,4,2,4,7,1,3,1,10.0,1
2771,3,4,0,1,8,2,1,0,8.4,1
2772,1,2,1,0,17,7,0,0,8.3,0
2773,2,4,3,0,13,2,0,0,2.1,0
2774,2,1,3,4,45,7,2,1,10.0,0
2775,1,3,1,2,43,2,1,0,6.4,0
2776,0,4,0,1,20,3,0,1,6.2,0
2777,2,2,2,4,36,2,3,1,6.8,0
2778,2,0,5,4,34,4,4,0,7.4,0
2779,0,4,5,4,1,1,2,0,6.8,0
2780,3,0,1,0,21,4,2,1,6.5,1
2781,1,4,1,4,1,2,1,1,2.1,0
2782,2,4,5,0,14,4,1,0,7.2,0
2783,1,4,3,2,37,4,4,1,3.2,0
2784,2,4,1,0,26,2,0,0,8.2,0
2785,3,4,3,4,33,7,1,0,6.4,1
2786,3,4,0,1,12,3,0,0,5.2,1
2787,2,0,5,2,23,4,3,1,3.6,0
2788,0,4,5,1,32,2,0,0,7.3,0
2789,2,3,2,2,25,2,0,1,10.0,0
2790,3,4,3,0,14,2,1,1,4.5,1
2791,1,4,0,1,0,3,1,1,6.1,0
2792,2,4,0,0,0,0,0,1,6.4,0
2793,1,4,5,3,23,2,2,0,6.7,0
2794,1,4,3,3,21,4,0,0,9.2,0
2795,0,1,5,1,0,2,0,0,10.0,0
2796,1,1,1,4,11,2,0,0,3.7,1
2797,3,4,0,3,18,2,4,0,10.0,1
2798,2,4,4,4,8,5,0,1,8.5,0
2799,1,4,2,4,22,2,1,1,8.0,0
2800,1,4,0,1,23,4,4,0,9.1,0
2801,3,4,4,4,17,2,0,0,9.5,1
2802,1,3,5,2,48,2,0,0,2.7,0
2803,2,4,0,5,19,1,2,0,6.4,0
2804,1,2,4,3,5,2,2,0,7.1,0
2805,3,4,1,2,24,4,0,0,6.4,1
2806,0,1,1,4,12,3,0,0,5.4,0
2807,3,1,0,3,33,4,0,0,5.2,1
2808,0,4,1,2,28,2,4,0,6.4,0
2809,1,4,5,3,7,4,2,1,2.6,1
2810,1,4,1,2,9,4,0,1,6.3,0
2811,0,3,4,0,30,3,2,1,5.9,0
2812,0,4,5,2,22,7,0,0,6.9,0
2813,0,2,2,0,27,3,1,0,4.7,0
2814,2,4,3,4,16,2,0,0,3.6,0
2815,3,0,0,5,8,2,0,0,8.0,1
